,permit#,permit_type_description,permit_subtype_description,date_entered,date_issued,construction_cost,address,city,state,zip,subdivision/lot,contact,purpose,council_district
339,2018033538,Building Residential - Rehab,Duplex,6/11/2018,6/18/2018,25000,2334  OLD MATTHEWS RD,NASHVILLE,TN,37207,LOTS 28 & 29 TRINITY HILLS VILLAGE SEC 1 3RD ADDN,"RODGERS, CHRIS","Rehab both floors and convert to standard duplex with required one (1) hour tenant separation.  Both units will have separate water services and electrical services. Each unit will also have its own HVAC and furnace. Also, separate mailboxes will be provided. Will apply for a new water tap as well as electric meter through NES.  parcel is zoned R8 and contains 18,029 sf lot area.  no increase to building footprint.  PUBLIC WORKS STAFF PLEASE NOTE: INSTRUMENT REQUIRED FOR FUTURE SIDEWALK IMPROVEMENTS.  DO NOT IGNORE THIS APPLICATION.",2.0
340,2020061754,Building Residential - New,Duplex,9/30/2020,2/25/2021,165493,723A  ARBOR TRACE CIR,NASHVILLE,TN,37207,UNIT 11A MAGNOLIA EAST AMENDED,Superior Capital llc,"single family duplex with 1365 sf living area.  SP Zoning.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",8.0
341,2021002255,Building Residential - New,Duplex,1/13/2021,2/23/2021,279216,251  RIVERSIDE DR,NASHVILLE,TN,37206,UNIT 1 HOMES AT RIVERSIDE & PADEN,VESTA & VULCAN LLC,"2303 sf, 150 sf porches, no garage. On site plan as Unit A. Contextual overlay page attached separately. Per 17.36.470, houses to have max height of 27'. Reusing existing driveways.  units detached.  min required distance between structures is 6' min with no bump outs.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6.0
342,2020080840,Building Residential - New,Duplex,12/31/2020,2/1/2021,181981,802  RUNOFF WAY,NASHVILLE,TN,37218,UNIT 30A CROSSING AT DRAKES BRANCH,SDH NASHVILLE LLC,"to construct Unit A of attached duplex with 1501 SF of living space, 401 SF garage, and 190 SF in porches/decks. units attached.  max allowed height is 45' three floors max.  corner lot.  20' min front s/b; 15' min side street s/b; 5' min interior side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",1.0
343,2020069111,Building Residential - New,Duplex,11/3/2020,12/18/2020,318255,523  ACKLEN PARK DR,NASHVILLE,TN,37205,UNIT B FIVETWENTONE ACKLEN PARK DRIVE,PAROS GROUP LLC,"To construct ...Unit B� of HPR attached duplex with 2625sf heated, cooled and 152 sf porches/decks.  MHZC must review application.  parent parcel is map 104-5 parcel 77, is zoned R6, contains 11761 sf lot area and is in a pre 1984 recorded subdivision.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",24.0
344,2021000645,Building Residential - New,Duplex,1/5/2021,2/10/2021,236418,222A  PEACHTREE ST,NASHVILLE,TN,37210,UNIT A 222 PEACHTREE COTTAGES,CENTRAL BUILDERS LLC,"To construct ...Unit A� of HPR attached duplex with 1950sf heated/cooled, 247sf porches/decks.  units detached.  max allowed height is 25'.  24.7' min front s/b; 5' min side s/b; 20' min rear s/b.  min required distance between structures is 6' min with no bump outs.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36' d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",16.0
345,2018057559,Building Residential - Rehab,Duplex,9/10/2018,9/10/2018,95000,513 S 11TH ST,NASHVILLE,TN,37206,LOT 16 PAYNE BLAKEMORE & CUMMINGS ADDN,JP GODFREY DEVELOPEMENT GROUP LLC,"to conduct interior and exterior renovations to existing duplex. exterior to be replace of windows, roof, replacement of staircase, and 2nd floor fa�ade with hardy board. will also replace deck with new 12x20 deck.
no change to footprint. 
see affidavit signed and notarized to show it was a preexisting duplex. sent to file.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",6.0
346,2020054530,Building Residential - New,Duplex,8/31/2020,9/24/2020,187195,611A  39TH AVE N,NASHVILLE,TN,37209,UNIT A HOMES AT 611 39TH AVENUE N.,TIMO6 LLC,"parent parcel is map 92-9 parcel 13, is zoned R6, contains 6864 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit B of proposed horizonal property line regime duplex with 1544 sf living area and 35 sf porch area.  units attached.  max allowed height is 45' three floors max.  20' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36' d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",21.0
347,2019023391,Building Residential - Fire Damage,Duplex,4/22/2019,4/23/2019,25000,4177  DODSON CHAPEL RD,HERMITAGE,TN,37076,LOT 6 CHAPELWOOD SEC. 1,JADORE LUXURY HOMES LLC,PERMIT TO CONDUCT GENERAL REHAB/REPAIR� �FIRE DAMAGE� �FOR UNIT 4177 OF EXISTING DUPLEX� �NO CHANGE TO EXTERIOR ROOF/BUILDING LINES OR FOOTPRINT� �,14.0
348,2020076963,Building Residential - New,Duplex,12/9/2020,3/2/2021,352687,1111A  WADE AVE,NASHVILLE,TN,37203,UNIT 1111-A 1111 WADE AVENUE TOWNHOMES,"BATES, DANIEL ELI","to construct Unit A of  attached HPR/duplex with 2909 SF of living space and 302 Sf of porches/decks.  units attached.  max allowed height is 45' three floors max.  36.4' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. PUBLIC WORKS STAFF PLEASE NOTE: SIDEWALKS ARE EXISTING ALONG THIS BLOCK FACE, THEREFORE SIDEWALKS ARE REQUIRED FOR THIS PERMIT.",17.0
349,2019031645,Building Residential - New,Duplex,5/30/2019,6/17/2019,168200,712  COPPER BRANCH RD,HERMITAGE,TN,37076,UNIT 1451 MAGNOLIA FARMS VILLAS,BEAZER HOMES CORP,"To construct a 1563 sq. ft. single family duplex home with an attached 399 sq. ft. two car garage.  House has a rear 10x20 concrete patio.  MASTER PERMIT # 201907468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
350,2020017974,Building Residential - New,Duplex,3/19/2020,4/6/2020,189862,832  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1301 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 1566 sq. ft. single family house with an 295 sq. ft. two car garage.  To be built under MASTER PERMIT # 201907468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
351,2021000646,Building Residential - New,Duplex,1/5/2021,2/10/2021,236418,222B  PEACHTREE ST,NASHVILLE,TN,37210,UNIT B 222 PEACHTREE COTTAGES,CENTRAL BUILDERS LLC,"To construct ...Unit B� of HPR detached duplex with 1950sf heated/cooled, 247sf porches/decks.  units detached,  max allowed height is 25'.  min required distance between structures is 6' min with no bump outs.  24.7' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",16.0
352,2020068439,Building Residential - New,Duplex,10/30/2020,2/5/2021,281398,1310B  MCKENNIE AVE,NASHVILLE,TN,37206,UNIT B 1310 MCKENNIE AVENUE,LEGACY SOUTH BUILDERS LLC,"To construct a duplex unit 2321 heated/cooled square feet and porch 278 square feet.  MHZC must review application.  parent parcel is 83-1 parcel 300, has base zoning of r6, contains 9148 sf lot area and is in a pre 1984 recorded subdivision.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",6.0
353,2019022925,Building Residential - New,Duplex,4/19/2019,4/19/2019,2000,2519A  BLAIR BLVD,NASHVILLE,TN,37212,PT LOT 90 SUNSET PARK,TWIN TEAM CONSTRUCTION LLC,"PERMIT TO CONVERT EXISTING RESIDENCE TO DUPLEX... � APARTMENT A...(LOWER LEVEL) �NOT AN HPR� ...COMPLETE ADDITION AND INTERIOR RENOVATIONS INITIATED UNDER PERMIT CARA-2018078921... ...

CARA-2018078921 PERMIT TO CONSTRUCT 25�x25�ADDITION OFF REAR OF EXISTING RESIDENCE... �PERMIT INCLUDES INTERIOR RENOVATIONS TO EXISTING STRUCTURE� � MUST COMPLY WITH OV-NHC, NEIGHBORHOOD CONSERVATION OVERLAY� � MUST COMPLY WITH METRO HISTORIC ZONING COMMISSION PERMIT HCP-2018004513� � SEE PLANS... �

LEGAL NON-CONFORMING DUPLEX� �NES RECORDS DATING BACK PRIOR TO EFFECTIVE DATE OF 5/19/2007 ESTABLISHING RS7.5 ZONING DISTRICT�(PRIOR ZONING: R8) �METERS ON UNDER SEPARATE ACCOUNTS WITH NO BREAK IN USE EXCEEDING 30 MONTHS.",18.0
354,2020038556,Building Residential - New,Duplex,6/22/2020,7/8/2020,189498,805  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1401 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 1563 sq.ft single family house with an attached 395 sq. ft. two car garage.  To be built under Master Permit # 201907468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
355,2020050444,Building Residential - New,Duplex,8/13/2020,9/9/2020,245875,812  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1251 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 20280 sq. ft. single family house with an attached 395 sq. ft. two car garage.  To be built under MASTER PERMIT # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
356,2020075555,Building Residential - New,Duplex,12/3/2020,3/31/2021,300190,3013  WILTSHIRE PARK PL,HERMITAGE,TN,37076,UNIT A HOMES AT PARK AT WILTSHIRE - LOT 29,LANDMARK HOMES OF TN INC,"To construct a duplex residence with 2476 sq ft living area, 446 sq ft garage, 212 sq ft porch/deck area.  Must comply with tree regulation; one new two inch tree for every 30' road frontage , for every 50' road frontage a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  SP Zoning",12.0
357,2021006440,Building Residential - New,Duplex,2/1/2021,2/11/2021,245269,830  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1292 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2023 sq. ft. single family house with an attached 399 sq.ft two car garage.  Plans to be submitted to Planning for SP approval.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
358,2021001400,Building Residential - New,Duplex,1/8/2021,2/11/2021,284065,821  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1361 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2343 sq. ft. single family house with an attached 395 sq. ft. two car garage.  Plans to be submitted to Planning for SP review.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
